Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Start listener action : afterTestCase,,,2018-12-26 16:01:41,2018-12-26 16:01:41,0.007s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC002_API_reqres_list_users_validation_(using Test Data),,,2018-12-26 16:01:41,2018-12-26 16:01:42,0.581s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:01:41,2018-12-26 16:01:41,0.005s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:01:41,2018-12-26 16:01:42,0.464s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:01:42,2018-12-26 16:01:42,0.003s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:01:42,2018-12-26 16:01:42,0.029s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.018s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.016s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.017s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.007s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:01:42,2018-12-26 16:01:43,0.947s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:01:42,2018-12-26 16:01:42,0.004s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:01:42,2018-12-26 16:01:43,0.685s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:01:43,2018-12-26 16:01:43,0.001s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:01:43,2018-12-26 16:01:43,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.017s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.005s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.683s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.005s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.588s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:01:43,2018-12-26 16:01:43,0.000s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:01:43,2018-12-26 16:01:43,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.016s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.015s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.004s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:01:43,2018-12-26 16:01:44,0.724s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:01:43,2018-12-26 16:01:43,0.004s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:01:43,2018-12-26 16:01:44,0.617s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:01:44,2018-12-26 16:01:44,0.002s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:01:44,2018-12-26 16:01:44,0.016s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:01:44,2018-12-26 16:01:44,0.017s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:01:44,2018-12-26 16:01:44,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:01:44,2018-12-26 16:01:44,0.018s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:01:44,2018-12-26 16:01:44,0.018s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:01:44,2018-12-26 16:01:44,0.008s,PASSED
