Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC002_API_reqres_list_users_validation_(using Test Data),,,2018-12-26 16:05:11,2018-12-26 16:05:12,0.914s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:11,2018-12-26 16:05:11,0.007s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.634s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:12,2018-12-26 16:05:12,0.001s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:12,2018-12-26 16:05:12,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.018s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.006s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC002_API_reqres_list_users_validation_(using Test Data),,,2018-12-26 16:05:12,2018-12-26 16:05:13,0.854s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:12,2018-12-26 16:05:12,0.006s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:12,2018-12-26 16:05:13,0.715s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:13,2018-12-26 16:05:13,0.003s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:13,2018-12-26 16:05:13,0.040s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.018s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.019s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.018s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.008s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC002_API_reqres_list_users_validation_(using Test Data),,,2018-12-26 16:05:13,2018-12-26 16:05:14,0.675s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:13,2018-12-26 16:05:13,0.011s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:13,2018-12-26 16:05:14,0.584s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:14,2018-12-26 16:05:14,0.001s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:14,2018-12-26 16:05:14,0.012s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.012s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.012s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.005s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:05:14,2018-12-26 16:05:15,1.016s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:14,2018-12-26 16:05:14,0.006s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:14,2018-12-26 16:05:15,0.728s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:15,2018-12-26 16:05:15,0.002s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:15,2018-12-26 16:05:15,0.035s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.017s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.016s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.015s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.004s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:05:15,2018-12-26 16:05:16,0.692s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.004s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.602s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:15,2018-12-26 16:05:15,0.001s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:15,2018-12-26 16:05:15,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.017s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:15,2018-12-26 16:05:15,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:15,2018-12-26 16:05:16,0.005s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.754s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.004s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.665s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 16:05:16,2018-12-26 16:05:16,0.000s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 16:05:16,2018-12-26 16:05:16,0.012s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.013s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 16:05:16,2018-12-26 16:05:16,0.005s,PASSED
