Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.024s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.016s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.015s,PASSED
Start listener action : afterTestCase,,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.007s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 15:59:41,2018-12-26 15:59:42,0.776s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 15:59:41,2018-12-26 15:59:41,0.005s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 15:59:41,2018-12-26 15:59:42,0.673s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 15:59:42,2018-12-26 15:59:42,0.002s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 15:59:42,2018-12-26 15:59:42,0.023s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.018s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.012s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.005s,PASSED
,,,,,,
Test Cases/Main Cases/Product Name/API/Chain_API/reqres/TC001_API_reqres_list_users_validation_(using Variables),,,2018-12-26 15:59:42,2018-12-26 15:59:43,0.692s,PASSED
Start listener action : beforeTestCase,,,2018-12-26 15:59:42,2018-12-26 15:59:42,0.006s,PASSED
"response = sendRequest(findTestObject(""Web Service Object/Product Name/Chain_API/RESTful/reqres/GET_list_users"", [""URL"":G_reqres_URL, ""page"":page]))",,,2018-12-26 15:59:42,2018-12-26 15:59:43,0.599s,PASSED
"verifyResponseStatusCode(response, 200)",,Verify Status Code,2018-12-26 15:59:43,2018-12-26 15:59:43,0.001s,PASSED
"verifyElementPropertyValue(response, ""per_page"", per_page)",,Verify response result,2018-12-26 15:59:43,2018-12-26 15:59:43,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].id"", user_id)",,,2018-12-26 15:59:43,2018-12-26 15:59:43,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].first_name"", first_name)",,,2018-12-26 15:59:43,2018-12-26 15:59:43,0.014s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].last_name"", last_name)",,,2018-12-26 15:59:43,2018-12-26 15:59:43,0.015s,PASSED
"verifyElementPropertyValue(response, ""data["" + pos + ""].avatar"", avatar)",,,2018-12-26 15:59:43,2018-12-26 15:59:43,0.013s,PASSED
Start listener action : afterTestCase,,,2018-12-26 15:59:43,2018-12-26 15:59:43,0.006s,PASSED
